номер_опоры;материал_основания;горизонтальный/вертикальный;крепление_к;условный диаметр трубы;вылет;max вертик.нагрузка;исполнение;диапазон_диаметров;тип_опоры;кол-во_труб
H6.0.1-51.17(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;125;3000;1.3;17;135-143;Рядовая опора;3
H6.0.1-51.18(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;140;3000;1.3;18;145-155;Рядовая опора;3
H6.0.1-51.19(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;150;3000;1.3;19;162-170;Рядовая опора;3
H6.0.1-51.20(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;175;3000;1.3;20;195-205;Рядовая опора;3
H6.0.1-51.21(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;200;3000;1.3;21;207-219;Рядовая опора;3
H6.0.1-51.22(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;225;3000;1.3;22;248-255;Рядовая опора;3
H6.0.1-51.23(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;250;3000;1.3;23;260-274;Рядовая опора;3
H6.0.1-52.1(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;8;3000;0.6;1;ноя.15;Подвижная опора;1
H6.0.1-52.2(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;10;3000;0.6;2;16-19;Подвижная опора;1
H6.0.1-52.3(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;15;3000;0.6;3;20-24;Подвижная опора;1
H6.0.1-52.4(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;20;3000;0.6;4;25-28;Подвижная опора;1
H6.0.1-52.5(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;25;3000;0.6;5;32-35;Подвижная опора;1
H6.0.1-52.6(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;32;3000;0.6;6;39-46;Подвижная опора;1
H6.0.1-52.7(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;40;3000;0.6;7;48-53;Подвижная опора;1
H6.0.1-52.8(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;50;3000;0.9;8;53-58;Подвижная опора;1
H6.0.1-52.9(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;50;3000;0.9;9;60-65;Подвижная опора;1
H6.0.1-52.10(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;60;3000;0.9;10;67-71;Подвижная опора;1
H6.0.1-52.11(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;65;3000;0.9;11;74-80;Подвижная опора;1
H6.0.1-52.12(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;70;3000;0.9;12;81-86;Подвижная опора;1
H6.0.1-52.13(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;80;3000;0.9;13;88-94;Подвижная опора;1
H6.0.1-52.14(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;90;3000;1;14;99-105;Подвижная опора;1
H6.0.1-52.15(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;100;3000;1;15;108-116;Подвижная опора;1
H6.0.1-52.16(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;110;3000;1.5;16;120-130;Подвижная опора;1
H6.0.1-52.17(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;125;3000;1.5;17;135-143;Подвижная опора;1
H6.0.1-52.18(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;140;3000;1.5;18;145-155;Подвижная опора;1
H6.0.1-52.19(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;150;3000;1.5;19;162-170;Подвижная опора;1
H6.0.1-52.20(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;175;3000;2;20;195-205;Подвижная опора;1
H6.0.1-52.21(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;200;3000;2;21;207-219;Подвижная опора;1
H6.0.1-52.22(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;225;3000;2;22;248-255;Подвижная опора;1
H6.0.1-52.23(1);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;250;3000;2;23;260-274;Подвижная опора;1
H6.0.1-52.1(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;8;3000;0.6;1;ноя.15;Подвижная опора;1
H6.0.1-52.2(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;10;3000;0.6;2;16-19;Подвижная опора;1
H6.0.1-52.3(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;15;3000;0.6;3;20-24;Подвижная опора;1
H6.0.1-52.4(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;20;3000;0.6;4;25-28;Подвижная опора;1
H6.0.1-52.5(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;25;3000;0.6;5;32-35;Подвижная опора;1
H6.0.1-52.6(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;32;3000;0.6;6;39-46;Подвижная опора;1
H6.0.1-52.7(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;40;3000;0.6;7;48-53;Подвижная опора;1
H6.0.1-52.8(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;50;3000;0.9;8;53-58;Подвижная опора;1
H6.0.1-52.9(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;50;3000;0.9;9;60-65;Подвижная опора;1
H6.0.1-52.10(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;60;3000;0.9;10;67-71;Подвижная опора;1
H6.0.1-52.11(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;65;3000;0.9;11;74-80;Подвижная опора;1
H6.0.1-52.12(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;70;3000;0.9;12;81-86;Подвижная опора;1
H6.0.1-52.13(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;80;3000;0.9;13;88-94;Подвижная опора;1
H6.0.1-52.14(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;90;3000;1;14;99-105;Подвижная опора;1
H6.0.1-52.15(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;100;3000;1;15;108-116;Подвижная опора;1
H6.0.1-52.16(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;110;3000;1.5;16;120-130;Подвижная опора;1
H6.0.1-52.17(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;125;3000;1.5;17;135-143;Подвижная опора;1
H6.0.1-52.18(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;140;3000;1.5;18;145-155;Подвижная опора;1
H6.0.1-52.19(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;150;3000;1.5;19;162-170;Подвижная опора;1
H6.0.1-52.20(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;175;3000;2;20;195-205;Подвижная опора;1
H6.0.1-52.21(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;200;3000;2;21;207-219;Подвижная опора;1
H6.0.1-52.22(2);Пустотная плита/Железобетон по профлисту;Горизонтальный;Потолок;225;3000;2;22;248-255;Подвижная опора;1
